country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Morocco,Africa,1987,62.677,22987397,2755.047,MAR,504
Mozambique,Africa,1987,42.861,12891952,389.876,MOZ,508
Namibia,Africa,1987,60.835,1278184,3693.731,NAM,516
Niger,Africa,1987,44.555,7332638,668.3,NER,562
Nigeria,Africa,1987,46.886,81551520,1385.03,NGA,566
Reunion,Africa,1987,71.913,562035,5303.377,REU,638
Rwanda,Africa,1987,44.02,6349365,847.991,RWA,646
Sao Tome and Principe,Africa,1987,61.728,110812,1516.525,STP,678
Senegal,Africa,1987,55.769,7171347,1441.721,SEN,686
Sierra Leone,Africa,1987,40.006,3868905,1294.448,SLE,694
Somalia,Africa,1987,44.501,6921858,1093.245,SOM,706
South Africa,Africa,1987,60.834,35933379,7825.823,ZAF,710
Sudan,Africa,1987,51.744,24725960,1507.819,SDN,736
Swaziland,Africa,1987,57.678,779348,3984.84,SWZ,748
Tanzania,Africa,1987,51.535,23040630,831.822,TZA,834
Togo,Africa,1987,56.941,3154264,1202.201,TGO,768
Tunisia,Africa,1987,66.894,7724976,3810.419,TUN,788
Uganda,Africa,1987,51.509,15283050,617.724,UGA,800
Zambia,Africa,1987,50.821,7272406,1213.315,ZMB,894
Zimbabwe,Africa,1987,62.351,9216418,706.157,ZWE,716
Argentina,Americas,1987,70.774,31620918,9139.671,ARG,32
Bolivia,Americas,1987,57.251,6156369,2753.691,BOL,68
Brazil,Americas,1987,65.205,142938076,7807.096,BRA,76
Canada,Americas,1987,76.86,26549700,26626.515,CAN,124
Chile,Americas,1987,72.492,12463354,5547.064,CHL,152
Colombia,Americas,1987,67.768,30964245,4903.219,COL,170
Costa Rica,Americas,1987,74.752,2799811,5629.915,CRI,188
Cuba,Americas,1987,74.174,10239839,7532.925,CUB,192
Dominican Republic,Americas,1987,66.046,6655297,2899.842,DOM,214
Ecuador,Americas,1987,67.231,9545158,6481.777,ECU,218
El Salvador,Americas,1987,63.154,4842194,4140.442,SLV,222
Guatemala,Americas,1987,60.782,7326406,4246.486,GTM,320
Haiti,Americas,1987,53.636,5756203,1823.016,HTI,332
Honduras,Americas,1987,64.492,4372203,3023.097,HND,340
Jamaica,Americas,1987,71.77,2326606,6351.237,JAM,388
Mexico,Americas,1987,69.498,80122492,8688.156,MEX,484
Nicaragua,Americas,1987,62.008,3344353,2955.984,NIC,558
Panama,Americas,1987,71.523,2253639,7034.779,PAN,591
Paraguay,Americas,1987,67.378,3886512,3998.876,PRY,600
Peru,Americas,1987,64.134,20195924,6360.943,PER,604
Puerto Rico,Americas,1987,74.63,3444468,12281.342,PRI,630
Trinidad and Tobago,Americas,1987,69.582,1191336,7388.598,TTO,780
United States,Americas,1987,75.02,242803533,29884.35,USA,840
Uruguay,Americas,1987,71.918,3045153,7452.399,URY,858
Venezuela,Americas,1987,70.19,17910182,9883.585,VEN,862
Afghanistan,Asia,1987,40.822,13867957,852.396,AFG,4
Bahrain,Asia,1987,70.75,454612,18524.024,BHR,48
Bangladesh,Asia,1987,52.819,103764241,751.979,BGD,50
Cambodia,Asia,1987,53.914,8371791,683.896,KHM,116
China,Asia,1987,67.274,1084035000,1378.904,CHN,156
"Hong Kong, China",Asia,1987,76.2,5584510,20038.473,HKG,344
India,Asia,1987,58.553,788000000,976.513,IND,356
Indonesia,Asia,1987,60.137,169276000,1748.357,IDN,360
Iran,Asia,1987,63.04,51889696,6642.881,IRN,364
Iraq,Asia,1987,65.044,16543189,11643.573,IRQ,368
Israel,Asia,1987,75.6,4203148,17122.48,ISR,376
Japan,Asia,1987,78.67,122091325,22375.942,JPN,392
Jordan,Asia,1987,65.869,2820042,4448.68,JOR,400
"Korea, Dem. Rep.",Asia,1987,70.647,19067554,4106.492,KOR,410
"Korea, Rep.",Asia,1987,69.81,41622000,8533.089,KOR,410
Kuwait,Asia,1987,74.174,1891487,28118.43,KWT,414
Lebanon,Asia,1987,67.926,3089353,5377.091,LBN,422
Malaysia,Asia,1987,69.5,16331785,5249.803,MYS,458
Mongolia,Asia,1987,60.222,2015133,2338.008,MNG,496
Myanmar,Asia,1987,58.339,38028578,385.0,MMR,104
Nepal,Asia,1987,52.537,17917180,775.632,NPL,524
Oman,Asia,1987,67.734,1593882,18115.223,OMN,512
Pakistan,Asia,1987,58.245,105186881,1704.687,PAK,586
Philippines,Asia,1987,64.151,60017788,2189.635,PHL,608
Saudi Arabia,Asia,1987,66.295,14619745,21198.261,SAU,682
Singapore,Asia,1987,73.56,2794552,18861.531,SGP,702
Sri Lanka,Asia,1987,69.011,16495304,1876.767,LKA,144
Syria,Asia,1987,66.974,11242847,3116.774,SYR,760
Taiwan,Asia,1987,73.4,19757799,11054.562,TWN,158
Thailand,Asia,1987,66.084,52910342,2982.654,THA,764
Vietnam,Asia,1987,62.82,62826491,820.799,VNM,704
West Bank and Gaza,Asia,1987,67.046,1691210,5107.197,PSE,275
"Yemen, Rep.",Asia,1987,52.922,11219340,1971.742,YEM,887
Albania,Europe,1987,72.0,3075321,3738.933,ALB,8
Austria,Europe,1987,74.94,7578903,23687.826,AUT,40
Belgium,Europe,1987,75.35,9870200,22525.563,BEL,56
Bosnia and Herzegovina,Europe,1987,71.14,4338977,4314.115,BIH,70
Bulgaria,Europe,1987,71.34,8971958,8239.855,BGR,100
Croatia,Europe,1987,71.52,4484310,13822.584,HRV,191
Czech Republic,Europe,1987,71.58,10311597,16310.443,CZE,203
Denmark,Europe,1987,74.8,5127024,25116.176,DNK,208
Finland,Europe,1987,74.83,4931729,21141.012,FIN,246
France,Europe,1987,76.34,55630100,22066.442,FRA,250
Germany,Europe,1987,74.847,77718298,24639.186,DEU,276
Greece,Europe,1987,76.67,9974490,16120.528,GRC,300
Hungary,Europe,1987,69.58,10612740,12986.48,HUN,348
Iceland,Europe,1987,77.23,244676,26923.206,ISL,352
Ireland,Europe,1987,74.36,3539900,13872.867,IRL,372
Italy,Europe,1987,76.42,56729703,19207.235,ITA,380
Montenegro,Europe,1987,74.865,569473,11732.51,MNE,499
Netherlands,Europe,1987,76.83,14665278,23651.324,NLD,528
Norway,Europe,1987,75.89,4186147,31540.975,NOR,578
Poland,Europe,1987,70.98,37740710,9082.351,POL,616
Portugal,Europe,1987,74.06,9915289,13039.309,PRT,620
Romania,Europe,1987,69.53,22686371,9696.273,ROU,642
Serbia,Europe,1987,71.218,9230783,15870.879,SRB,688
Slovak Republic,Europe,1987,71.08,5199318,12037.268,SVK,703
Slovenia,Europe,1987,72.25,1945870,18678.535,SVN,705
Spain,Europe,1987,76.9,38880702,15764.983,ESP,724
Sweden,Europe,1987,77.19,8421403,23586.929,SWE,752
Switzerland,Europe,1987,77.41,6649942,30281.705,CHE,756
Turkey,Europe,1987,63.108,52881328,5089.044,TUR,792
United Kingdom,Europe,1987,75.007,56981620,21664.788,GBR,826
Australia,Oceania,1987,76.32,16257249,21888.889,AUS,36
New Zealand,Oceania,1987,74.32,3317166,19007.191,NZL,554
Algeria,Africa,1992,67.744,26298373,5023.217,DZA,12
Angola,Africa,1992,40.647,8735988,2627.846,AGO,24
Benin,Africa,1992,53.919,4981671,1191.208,BEN,204
Botswana,Africa,1992,62.745,1342614,7954.112,BWA,72
Burkina Faso,Africa,1992,50.26,8878303,931.753,BFA,854
Burundi,Africa,1992,44.736,5809236,631.7,BDI,108
Cameroon,Africa,1992,54.314,12467171,1793.163,CMR,120
Central African Republic,Africa,1992,49.396,3265124,747.906,CAF,140
Chad,Africa,1992,51.724,6429417,1058.064,TCD,148
Comoros,Africa,1992,57.939,454429,1246.907,COM,174
"Congo, Dem. Rep.",Africa,1992,45.548,41672143,457.719,COD,180
"Congo, Rep.",Africa,1992,56.433,2409073,4016.24,COG,178
Cote d'Ivoire,Africa,1992,52.044,12772596,1648.074,CIV,384
Djibouti,Africa,1992,51.604,384156,2377.156,DJI,262
Egypt,Africa,1992,63.674,59402198,3794.755,EGY,818
Equatorial Guinea,Africa,1992,47.545,387838,1132.055,GNQ,226
Eritrea,Africa,1992,49.991,3668440,582.859,ERI,232
Ethiopia,Africa,1992,48.091,52088559,421.353,ETH,231
Gabon,Africa,1992,61.366,985739,13522.158,GAB,266
Gambia,Africa,1992,52.644,1025384,665.624,GMB,270
Ghana,Africa,1992,57.501,16278738,925.06,GHA,288
Guinea,Africa,1992,48.576,6990574,794.348,GIN,324
Guinea-Bissau,Africa,1992,43.266,1050938,745.54,GNB,624
Kenya,Africa,1992,59.285,25020539,1341.922,KEN,404
Lesotho,Africa,1992,59.685,1803195,977.486,LSO,426
Liberia,Africa,1992,40.802,1912974,636.623,LBR,430
Libya,Africa,1992,68.755,4364501,9640.139,LBY,434
Madagascar,Africa,1992,52.214,12210395,1040.676,MDG,450
Malawi,Africa,1992,49.42,10014249,563.2,MWI,454
Mali,Africa,1992,48.388,8416215,739.014,MLI,466
Mauritania,Africa,1992,58.333,2119465,1361.37,MRT,478
Mauritius,Africa,1992,69.745,1096202,6058.254,MUS,480
Morocco,Africa,1992,65.393,25798239,2948.047,MAR,504
Mozambique,Africa,1992,44.284,13160731,410.897,MOZ,508
Namibia,Africa,1992,61.999,1554253,3804.538,NAM,516
Niger,Africa,1992,47.391,8392818,581.183,NER,562
Nigeria,Africa,1992,47.472,93364244,1619.848,NGA,566
Reunion,Africa,1992,73.615,622191,6101.256,REU,638
Rwanda,Africa,1992,23.599,7290203,737.069,RWA,646
Sao Tome and Principe,Africa,1992,62.742,125911,1428.778,STP,678
Senegal,Africa,1992,58.196,8307920,1367.899,SEN,686
Sierra Leone,Africa,1992,38.333,4260884,1068.696,SLE,694
Somalia,Africa,1992,39.658,6099799,926.96,SOM,706
South Africa,Africa,1992,61.888,39964159,7225.069,ZAF,710
Sudan,Africa,1992,53.556,28227588,1492.197,SDN,736
Swaziland,Africa,1992,58.474,962344,3553.022,SWZ,748
Tanzania,Africa,1992,50.44,26605473,825.682,TZA,834
Togo,Africa,1992,58.061,3747553,1034.299,TGO,768
Tunisia,Africa,1992,70.001,8523077,4332.72,TUN,788
Uganda,Africa,1992,48.825,18252190,644.171,UGA,800
Zambia,Africa,1992,46.1,8381163,1210.885,ZMB,894
Zimbabwe,Africa,1992,60.377,10704340,693.421,ZWE,716
Argentina,Americas,1992,71.868,33958947,9308.419,ARG,32
Bolivia,Americas,1992,59.957,6893451,2961.7,BOL,68
Brazil,Americas,1992,67.057,155975974,6950.283,BRA,76
Canada,Americas,1992,77.95,28523502,26342.884,CAN,124
Chile,Americas,1992,74.126,13572994,7596.126,CHL,152
Colombia,Americas,1992,68.421,34202721,5444.649,COL,170
Costa Rica,Americas,1992,75.713,3173216,6160.416,CRI,188
Cuba,Americas,1992,74.414,10723260,5592.844,CUB,192
Dominican Republic,Americas,1992,68.457,7351181,3044.214,DOM,214
Ecuador,Americas,1992,69.613,10748394,7103.703,ECU,218
El Salvador,Americas,1992,66.798,5274649,4444.232,SLV,222
Guatemala,Americas,1992,63.373,8486949,4439.451,GTM,320
Haiti,Americas,1992,55.089,6326682,1456.31,HTI,332
Honduras,Americas,1992,66.399,5077347,3081.695,HND,340
Jamaica,Americas,1992,71.766,2378618,7404.924,JAM,388
Mexico,Americas,1992,71.455,88111030,9472.384,MEX,484
Nicaragua,Americas,1992,65.843,4017939,2170.152,NIC,558
Panama,Americas,1992,72.462,2484997,6618.743,PAN,591
Paraguay,Americas,1992,68.225,4483945,4196.411,PRY,600
Peru,Americas,1992,66.458,22430449,4446.381,PER,604
Puerto Rico,Americas,1992,73.911,3585176,14641.587,PRI,630
Trinidad and Tobago,Americas,1992,69.862,1183669,7370.991,TTO,780
United States,Americas,1992,76.09,256894189,32003.932,USA,840
Uruguay,Americas,1992,72.752,3149262,8137.005,URY,858
Venezuela,Americas,1992,71.15,20265563,10733.926,VEN,862
Afghanistan,Asia,1992,41.674,16317921,649.341,AFG,4
Bahrain,Asia,1992,72.601,529491,19035.579,BHR,48
Bangladesh,Asia,1992,56.018,113704579,837.81,BGD,50
Cambodia,Asia,1992,55.803,10150094,682.303,KHM,116
China,Asia,1992,68.69,1164970000,1655.784,CHN,156
"Hong Kong, China",Asia,1992,77.601,5829696,24757.603,HKG,344
India,Asia,1992,60.223,872000000,1164.407,IND,356
Indonesia,Asia,1992,62.681,184816000,2383.141,IDN,360
Iran,Asia,1992,65.742,60397973,7235.653,IRN,364
Iraq,Asia,1992,59.461,17861905,3745.641,IRQ,368
Israel,Asia,1992,76.93,4936550,18051.523,ISR,376
Japan,Asia,1992,79.36,124329269,26824.895,JPN,392
Jordan,Asia,1992,68.015,3867409,3431.594,JOR,400
"Korea, Dem. Rep.",Asia,1992,69.978,20711375,3726.064,KOR,410
"Korea, Rep.",Asia,1992,72.244,43805450,12104.279,KOR,410
Kuwait,Asia,1992,75.19,1418095,34932.92,KWT,414
Lebanon,Asia,1992,69.292,3219994,6890.807,LBN,422
Malaysia,Asia,1992,70.693,18319502,7277.913,MYS,458
Mongolia,Asia,1992,61.271,2312802,1785.402,MNG,496
Myanmar,Asia,1992,59.32,40546538,347.0,MMR,104
Nepal,Asia,1992,55.727,20326209,897.74,NPL,524
Oman,Asia,1992,71.197,1915208,18616.707,OMN,512
Pakistan,Asia,1992,60.838,120065004,1971.829,PAK,586
Philippines,Asia,1992,66.458,67185766,2279.324,PHL,608
Saudi Arabia,Asia,1992,68.768,16945857,24841.618,SAU,682
Singapore,Asia,1992,75.788,3235865,24769.891,SGP,702
Sri Lanka,Asia,1992,70.379,17587060,2153.739,LKA,144
Syria,Asia,1992,69.249,13219062,3340.543,SYR,760
Taiwan,Asia,1992,74.26,20686918,15215.658,TWN,158
Thailand,Asia,1992,67.298,56667095,4616.897,THA,764
Vietnam,Asia,1992,67.662,69940728,989.023,VNM,704
West Bank and Gaza,Asia,1992,69.718,2104779,6017.655,PSE,275
"Yemen, Rep.",Asia,1992,55.599,13367997,1879.497,YEM,887
Albania,Europe,1992,71.581,3326498,2497.438,ALB,8
Austria,Europe,1992,76.04,7914969,27042.019,AUT,40
Belgium,Europe,1992,76.46,10045622,25575.571,BEL,56
Bosnia and Herzegovina,Europe,1992,72.178,4256013,2546.781,BIH,70
Bulgaria,Europe,1992,71.19,8658506,6302.623,BGR,100
Croatia,Europe,1992,72.527,4494013,8447.795,HRV,191
Czech Republic,Europe,1992,72.4,10315702,14297.021,CZE,203
Denmark,Europe,1992,75.33,5171393,26406.74,DNK,208
Finland,Europe,1992,75.7,5041039,20647.165,FIN,246
France,Europe,1992,77.46,57374179,24703.796,FRA,250
Germany,Europe,1992,76.07,80597764,26505.303,DEU,276
Greece,Europe,1992,77.03,10325429,17541.496,GRC,300
Hungary,Europe,1992,69.17,10348684,10535.629,HUN,348
Iceland,Europe,1992,78.77,259012,25144.392,ISL,352
Ireland,Europe,1992,75.467,3557761,17558.816,IRL,372
Italy,Europe,1992,77.44,56840847,22013.645,ITA,380
Montenegro,Europe,1992,75.435,621621,7003.339,MNE,499
Netherlands,Europe,1992,77.42,15174244,26790.95,NLD,528
Norway,Europe,1992,77.32,4286357,33965.661,NOR,578
Poland,Europe,1992,70.99,38370697,7738.881,POL,616
Portugal,Europe,1992,74.86,9927680,16207.267,PRT,620
Romania,Europe,1992,69.36,22797027,6598.41,ROU,642
Serbia,Europe,1992,71.659,9826397,9325.068,SRB,688
Slovak Republic,Europe,1992,71.38,5302888,9498.468,SVK,703
Slovenia,Europe,1992,73.64,1999210,14214.717,SVN,705
Spain,Europe,1992,77.57,39549438,18603.065,ESP,724
Sweden,Europe,1992,78.16,8718867,23880.017,SWE,752
Switzerland,Europe,1992,78.03,6995447,31871.53,CHE,756
Turkey,Europe,1992,66.146,58179144,5678.348,TUR,792
United Kingdom,Europe,1992,76.42,57866349,22705.093,GBR,826
Australia,Oceania,1992,77.56,17481977,23424.767,AUS,36
New Zealand,Oceania,1992,76.33,3437674,18363.325,NZL,554
Algeria,Africa,1997,69.152,29072015,4797.295,DZA,12
Angola,Africa,1997,40.963,9875024,2277.141,AGO,24
Benin,Africa,1997,54.777,6066080,1232.975,BEN,204
Botswana,Africa,1997,52.556,1536536,8647.142,BWA,72
Burkina Faso,Africa,1997,50.324,10352843,946.295,BFA,854
Burundi,Africa,1997,45.326,6121610,463.115,BDI,108
Cameroon,Africa,1997,52.199,14195809,1694.337,CMR,120
Central African Republic,Africa,1997,46.066,3696513,740.506,CAF,140
Chad,Africa,1997,51.573,7562011,1004.961,TCD,148
Comoros,Africa,1997,60.66,527982,1173.618,COM,174
"Congo, Dem. Rep.",Africa,1997,42.587,47798986,312.188,COD,180
"Congo, Rep.",Africa,1997,52.962,2800947,3484.164,COG,178
Cote d'Ivoire,Africa,1997,47.991,14625967,1786.265,CIV,384
Djibouti,Africa,1997,53.157,417908,1895.017,DJI,262
Egypt,Africa,1997,67.217,66134291,4173.182,EGY,818
Equatorial Guinea,Africa,1997,48.245,439971,2814.481,GNQ,226
Eritrea,Africa,1997,53.378,4058319,913.471,ERI,232
Ethiopia,Africa,1997,49.402,59861301,515.889,ETH,231
Gabon,Africa,1997,60.461,1126189,14722.842,GAB,266
Gambia,Africa,1997,55.861,1235767,653.73,GMB,270
Ghana,Africa,1997,58.556,18418288,1005.246,GHA,288
Guinea,Africa,1997,51.455,8048834,869.45,GIN,324
Guinea-Bissau,Africa,1997,44.873,1193708,796.664,GNB,624
Kenya,Africa,1997,54.407,28263827,1360.485,KEN,404
Lesotho,Africa,1997,55.558,1982823,1186.148,LSO,426
Liberia,Africa,1997,42.221,2200725,609.174,LBR,430
Libya,Africa,1997,71.555,4759670,9467.446,LBY,434
Madagascar,Africa,1997,54.978,14165114,986.296,MDG,450
Malawi,Africa,1997,47.495,10419991,692.276,MWI,454
Mali,Africa,1997,49.903,9384984,790.258,MLI,466
Mauritania,Africa,1997,60.43,2444741,1483.136,MRT,478
Mauritius,Africa,1997,70.736,1149818,7425.705,MUS,480
Morocco,Africa,1997,67.66,28529501,2982.102,MAR,504
Mozambique,Africa,1997,46.344,16603334,472.346,MOZ,508
Namibia,Africa,1997,58.909,1774766,3899.524,NAM,516
Niger,Africa,1997,51.313,9666252,580.305,NER,562
Nigeria,Africa,1997,47.464,106207839,1624.941,NGA,566
Reunion,Africa,1997,74.772,684810,6071.941,REU,638
Rwanda,Africa,1997,36.087,7212583,589.945,RWA,646
Sao Tome and Principe,Africa,1997,63.306,145608,1339.076,STP,678
Senegal,Africa,1997,60.187,9535314,1392.368,SEN,686
Sierra Leone,Africa,1997,39.897,4578212,574.648,SLE,694
Somalia,Africa,1997,43.795,6633514,930.596,SOM,706
South Africa,Africa,1997,60.236,42835005,7479.188,ZAF,710
Sudan,Africa,1997,55.373,32160729,1632.211,SDN,736
Swaziland,Africa,1997,54.289,1054486,3876.768,SWZ,748
Tanzania,Africa,1997,48.466,30686889,789.186,TZA,834
Togo,Africa,1997,58.39,4320890,982.287,TGO,768
Tunisia,Africa,1997,71.973,9231669,4876.799,TUN,788
Uganda,Africa,1997,44.578,21210254,816.559,UGA,800
Zambia,Africa,1997,40.238,9417789,1071.354,ZMB,894
Zimbabwe,Africa,1997,46.809,11404948,792.45,ZWE,716
Argentina,Americas,1997,73.275,36203463,10967.282,ARG,32
Bolivia,Americas,1997,62.05,7693188,3326.143,BOL,68
Brazil,Americas,1997,69.388,168546719,7957.981,BRA,76
Canada,Americas,1997,78.61,30305843,28954.926,CAN,124
Chile,Americas,1997,75.816,14599929,10118.053,CHL,152
Colombia,Americas,1997,70.313,37657830,6117.362,COL,170
Costa Rica,Americas,1997,77.26,3518107,6677.045,CRI,188
Cuba,Americas,1997,76.151,10983007,5431.99,CUB,192
Dominican Republic,Americas,1997,69.957,7992357,3614.101,DOM,214
Ecuador,Americas,1997,72.312,11911819,7429.456,ECU,218
El Salvador,Americas,1997,69.535,5783439,5154.825,SLV,222
Guatemala,Americas,1997,66.322,9803875,4684.314,GTM,320
Haiti,Americas,1997,56.671,6913545,1341.727,HTI,332
Honduras,Americas,1997,67.659,5867957,3160.455,HND,340
Jamaica,Americas,1997,72.262,2531311,7121.925,JAM,388
Mexico,Americas,1997,73.67,95895146,9767.298,MEX,484
Nicaragua,Americas,1997,68.426,4609572,2253.023,NIC,558
Panama,Americas,1997,73.738,2734531,7113.692,PAN,591
Paraguay,Americas,1997,69.4,5154123,4247.4,PRY,600
Peru,Americas,1997,68.386,24748122,5838.348,PER,604
Puerto Rico,Americas,1997,74.917,3759430,16999.433,PRI,630
Trinidad and Tobago,Americas,1997,69.465,1138101,8792.573,TTO,780
United States,Americas,1997,76.81,272911760,35767.433,USA,840
Uruguay,Americas,1997,74.223,3262838,9230.241,URY,858
Venezuela,Americas,1997,72.146,22374398,10165.495,VEN,862
Afghanistan,Asia,1997,41.763,22227415,635.341,AFG,4
Bahrain,Asia,1997,73.925,598561,20292.017,BHR,48
Bangladesh,Asia,1997,59.412,123315288,972.77,BGD,50
Cambodia,Asia,1997,56.534,11782962,734.285,KHM,116
China,Asia,1997,70.426,1230075000,2289.234,CHN,156
"Hong Kong, China",Asia,1997,80.0,6495918,28377.632,HKG,344
India,Asia,1997,61.765,959000000,1458.817,IND,356
Indonesia,Asia,1997,66.041,199278000,3119.336,IDN,360
Iran,Asia,1997,68.042,63327987,8263.59,IRN,364
Iraq,Asia,1997,58.811,20775703,3076.24,IRQ,368
